D:\Self Driving Car\IMG\center_2023_09_19_11_11_07_929.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_07_929.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_07_929.jpg,0,1,0,10.38273
D:\Self Driving Car\IMG\center_2023_09_19_11_11_07_997.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_07_997.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_07_997.jpg,0,1,0,11.26562
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_067.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_067.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_067.jpg,0,1,0,12.05276
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_136.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_136.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_136.jpg,0,1,0,12.76788
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_204.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_204.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_204.jpg,0,1,0,13.38744
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_273.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_273.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_273.jpg,0,1,0,14.22538
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_344.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_344.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_344.jpg,-0.05,1,0,15.05639
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_412.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_412.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_412.jpg,-0.2,1,0,15.4387
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_481.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_481.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_481.jpg,-0.4,1,0,16.23038
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_550.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_550.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_550.jpg,-0.5500001,1,0,16.99023
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_617.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_617.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_617.jpg,0,1,0,17.64334
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_687.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_687.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_687.jpg,0,1,0,18.14942
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_757.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_757.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_757.jpg,0,0.8066328,0,18.85873
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_827.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_827.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_827.jpg,0,0.6276939,0,19.39661
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_899.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_899.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_899.jpg,0,0.3832847,0,19.759
D:\Self Driving Car\IMG\center_2023_09_19_11_11_08_966.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_08_966.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_08_966.jpg,0,0.3627226,0,19.60594
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_036.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_036.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_036.jpg,0,0.5908792,0,19.94497
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_106.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_106.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_106.jpg,-0.15,0.7744423,0,20.52736
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_177.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_177.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_177.jpg,-0.35,0.699266,0,21.05595
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_246.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_246.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_246.jpg,-0.5000001,0.5224786,0,21.16674
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_314.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_314.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_314.jpg,-0.6500001,0.3420187,0,21.36023
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_386.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_386.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_386.jpg,-0.8500001,0.1044211,0,21.20306
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_457.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_457.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_457.jpg,0,0,0,20.96347
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_526.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_526.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_526.jpg,0,0,0,20.58216
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_594.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_594.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_594.jpg,0,0,0,20.72084
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_666.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_666.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_666.jpg,0,0,0,20.55972
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_737.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_737.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_737.jpg,0,0.1600314,0,20.43589
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_804.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_804.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_804.jpg,0,0.3468135,0,20.2084
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_874.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_874.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_874.jpg,0,0.5193726,0,20.66359
D:\Self Driving Car\IMG\center_2023_09_19_11_11_09_945.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_09_945.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_09_945.jpg,0,0.7594037,0,21.09419
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_017.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_017.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_017.jpg,0,0.8947849,0,21.74489
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_083.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_083.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_083.jpg,-0.05,0.7201513,0,22.11559
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_151.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_151.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_151.jpg,-0.2,0.5311342,0,22.49668
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_220.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_220.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_220.jpg,-0.4,0.2995863,0,22.63816
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_290.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_290.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_290.jpg,-0.5500001,0.1103961,0,22.49766
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_360.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_360.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_360.jpg,0,0,0,22.3061
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_427.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_427.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_427.jpg,0,0,0,22.22618
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_498.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_498.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_498.jpg,0,0,0,22.06559
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_565.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_565.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_565.jpg,0,0,0,21.79916
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_631.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_631.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_631.jpg,0,0.0751146,0,21.81489
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_700.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_700.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_700.jpg,0,0.3080613,0,21.81904
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_769.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_769.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_769.jpg,0,0.4864296,0,21.86323
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_839.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_839.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_839.jpg,-0.1,0.4617838,0,22.23024
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_909.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_909.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_909.jpg,-0.25,0.294122,0,22.42282
D:\Self Driving Car\IMG\center_2023_09_19_11_11_10_976.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_10_976.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_10_976.jpg,-0.45,0.05100407,0,22.31385
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_046.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_046.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_046.jpg,-0.6000001,0,0,21.98377
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_116.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_116.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_116.jpg,0,0,0,21.62431
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_183.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_183.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_183.jpg,0,0,0,21.56741
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_252.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_252.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_252.jpg,0,0,0,21.2549
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_324.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_324.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_324.jpg,0,0,0,21.0784
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_396.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_396.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_396.jpg,0,0,0,20.902
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_464.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_464.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_464.jpg,-0.05,0,0,20.97014
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_532.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_532.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_532.jpg,-0.2,0,0,20.59015
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_599.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_599.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_599.jpg,-0.4,0,0,20.33639
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_667.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_667.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_667.jpg,0,0,0,20.50442
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_736.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_736.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_736.jpg,0,0,0,20.34146
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_808.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_808.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_808.jpg,0,0,0,19.88225
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_881.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_881.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_881.jpg,0,0.1768803,0,19.78568
D:\Self Driving Car\IMG\center_2023_09_19_11_11_11_951.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_11_951.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_11_951.jpg,0,0.3433737,0,20.16561
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_021.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_021.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_021.jpg,0,0.585036,0,20.43275
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_089.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_089.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_089.jpg,0,0.7687506,0,20.60374
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_159.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_159.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_159.jpg,0,0.524422,0,21.10205
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_226.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_226.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_226.jpg,-0.15,0.3530737,0,21.43143
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_298.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_298.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_298.jpg,-0.35,0.1095439,0,21.45082
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_365.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_365.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_365.jpg,-0.5000001,0,0,21.01496
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_434.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_434.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_434.jpg,-0.6500001,0,0,21.02156
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_505.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_505.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_505.jpg,0,0,0,20.69976
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_573.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_573.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_573.jpg,0,0,0,20.29519
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_643.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_643.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_643.jpg,0,0,0,20.08494
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_714.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_714.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_714.jpg,0,0,0,20.28801
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_782.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_782.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_782.jpg,0,0,0,20.13028
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_852.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_852.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_852.jpg,0,0,0,19.658
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_923.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_923.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_923.jpg,0,0.2246925,0,19.61056
D:\Self Driving Car\IMG\center_2023_09_19_11_11_12_993.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_12_993.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_12_993.jpg,0,0.4047387,0,20.02937
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_063.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_063.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_063.jpg,0,0.4969265,0,20.34497
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_129.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_129.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_129.jpg,0,0.3161751,0,20.27865
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_198.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_198.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_198.jpg,0,0.07548691,0,20.27552
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_269.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_269.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_269.jpg,-0.1,0,0,20.46372
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_339.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_339.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_339.jpg,-0.3,0,0,20.2543
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_407.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_407.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_407.jpg,0,0,0,19.7795
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_474.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_474.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_474.jpg,0,0,0,20.00005
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_541.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_541.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_541.jpg,0,0,0,19.8449
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_611.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_611.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_611.jpg,0,0,0,19.35386
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_680.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_680.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_680.jpg,0,0,0,19.18369
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_747.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_747.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_747.jpg,0,0.1586859,0,19.50519
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_814.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_814.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_814.jpg,0,0.3322668,0,19.20658
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_882.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_882.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_882.jpg,0,0.5775334,0,19.54781
D:\Self Driving Car\IMG\center_2023_09_19_11_11_13_949.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_13_949.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_13_949.jpg,0,0.4044217,0,20.05916
D:\Self Driving Car\IMG\center_2023_09_19_11_11_14_016.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_14_016.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_14_016.jpg,0,0.1588179,0,20.17961
D:\Self Driving Car\IMG\center_2023_09_19_11_11_14_084.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_14_084.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_14_084.jpg,0,0,0,19.79677
D:\Self Driving Car\IMG\center_2023_09_19_11_11_14_156.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_14_156.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_14_156.jpg,0,0,0,19.62361
D:\Self Driving Car\IMG\center_2023_09_19_11_11_14_224.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_14_224.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_14_224.jpg,0,0,0,19.85341
D:\Self Driving Car\IMG\center_2023_09_19_11_11_14_294.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_14_294.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_14_294.jpg,-0.1,0,0,19.36809
D:\Self Driving Car\IMG\center_2023_09_19_11_11_14_360.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_14_360.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_14_360.jpg,-0.3,0,0,19.16949
D:\Self Driving Car\IMG\center_2023_09_19_11_11_14_428.jpg,D:\Self Driving Car\IMG\left_2023_09_19_11_11_14_428.jpg,D:\Self Driving Car\IMG\right_2023_09_19_11_11_14_428.jpg,-0.45,0,0,19.35171
